coverage	n
1	0
2	0
3	0
4	3
5	0
6	1
7	1
8	0
9	2
10	0
11	3
12	4
13	4
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	2
62	2
63	2
64	1
65	5
66	0
67	0
68	0
69	1
70	4
71	0
72	0
73	1
74	3
75	1
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	3
84	4
85	4
86	3
87	4
88	2
89	6
90	1
91	5
92	8
93	7
94	17
95	5
96	8
97	1
98	2
99	11
100	2
101	0
102	3
103	3
104	3
105	5
106	6
107	8
108	13
109	13
110	16
111	5
112	4
113	5
114	7
115	6
116	3
117	7
118	2
119	7
120	15
121	0
122	2
123	4
124	14
125	10
126	10
127	4
128	13
129	5
130	3
131	2
132	1
133	3
