coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	3
71	5
72	0
73	5
74	6
75	1
76	8
77	0
78	7
79	7
80	8
81	13
82	21
83	19
84	17
85	21
86	40
87	16
88	22
89	44
90	28
91	53
92	48
93	36
94	43
95	70
96	67
97	49
98	78
99	71
100	68
101	74
102	80
103	68
104	91
105	90
106	85
107	67
108	55
109	52
110	69
111	61
112	55
113	55
114	59
115	73
116	74
117	48
118	64
119	48
120	69
121	56
122	64
123	58
124	46
125	50
126	40
127	42
128	35
129	33
130	33
131	32
132	25
133	22
134	38
135	31
136	22
137	22
138	30
139	18
140	21
141	32
142	29
143	28
144	25
145	41
146	35
147	35
148	40
149	24
150	27
151	24
152	32
153	16
154	20
155	27
156	28
157	16
158	27
159	24
160	21
161	18
162	19
163	17
164	8
165	13
166	10
167	7
168	12
169	6
170	7
171	7
172	2
173	2
174	0
175	3
176	1
177	1
178	1
179	1
180	2
181	1
182	3
183	4
184	1
