coverage	n
1	0
2	0
3	1
4	0
5	19
6	6
7	1
8	21
9	16
10	69
11	132
12	211
13	208
14	347
15	430
16	565
17	615
18	823
19	1012
20	1137
21	1313
22	1572
23	1667
24	1882
25	2010
26	2047
27	2196
28	2288
29	2169
30	2178
31	1909
32	2025
33	1794
34	1526
35	1397
36	1169
37	1211
38	974
39	902
40	748
41	563
42	663
43	644
44	660
45	626
46	450
47	292
48	251
49	199
50	149
51	188
52	155
53	124
54	101
55	129
56	102
57	100
58	104
59	67
60	51
61	45
62	14
63	16
64	9
65	10
66	5
67	3
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	1
