coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	1
15	0
16	1
17	2
18	2
19	0
20	0
21	0
22	1
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	1
128	1
129	1
130	1
131	2
132	0
133	0
134	1
135	1
136	0
137	0
138	0
139	0
140	0
141	0
142	1
143	1
144	0
145	0
146	0
147	0
148	1
149	1
150	1
151	1
152	1
153	4
154	1
155	3
156	0
157	3
158	0
159	2
160	2
161	5
162	4
163	0
164	2
165	2
166	3
167	5
168	5
169	3
170	2
171	7
172	5
173	0
174	3
175	2
176	7
177	4
178	4
179	1
180	1
181	1
182	0
183	1
184	3
185	1
186	3
187	4
188	4
189	5
190	7
191	5
192	6
193	4
194	5
195	5
196	4
197	9
198	8
199	6
200	16
201	7
202	11
203	4
204	3
205	5
206	9
207	8
208	3
209	7
210	7
211	5
212	2
213	7
214	4
215	0
216	2
217	1
218	2
219	1
220	2
221	2
222	1
223	1
224	4
225	1
226	0
227	2
228	1
229	1
230	2
231	2
232	2
233	4
234	4
235	2
236	1
237	0
238	2
239	1
240	3
241	2
242	1
243	2
244	1
245	2
246	1
247	3
248	6
249	1
250	4
251	0
252	0
253	2
254	3
255	5
256	6
257	4
258	3
259	1
260	1
261	2
262	3
263	3
264	7
265	5
266	3
267	4
268	7
269	3
270	4
271	5
272	11
273	1
274	4
275	7
276	7
277	0
278	3
279	1
280	3
281	4
282	4
283	9
284	4
285	7
286	6
287	1
288	0
289	1
290	2
291	4
292	1
293	2
294	3
295	4
296	6
297	2
298	5
299	7
300	14
301	2
302	12
303	4
304	7
305	9
306	10
307	5
308	2
309	6
310	7
311	4
312	9
313	13
314	12
315	7
316	12
317	6
318	9
319	11
320	15
321	6
322	9
323	9
324	10
325	6
326	12
327	9
328	13
329	14
330	19
331	11
332	25
333	17
334	13
335	18
336	15
337	18
338	9
339	13
340	13
341	19
342	23
343	10
344	7
345	18
346	18
347	11
348	4
349	11
350	13
351	12
352	8
353	16
354	10
355	11
356	6
357	8
358	4
359	10
360	15
361	11
362	13
363	8
364	10
365	5
366	9
367	3
368	9
369	8
370	8
371	10
372	3
373	3
374	6
375	2
376	2
377	0
378	2
379	1
380	2
381	2
382	3
383	0
384	1
385	0
386	1
387	1
388	1
389	0
390	1
391	0
392	0
393	2
394	1
395	2
396	4
397	3
398	5
399	4
400	5
401	4
402	6
403	2
404	2
405	0
406	1
407	1
408	1
409	0
410	0
411	1
