coverage	n
1	0
2	0
3	5
4	10
5	19
6	45
7	132
8	298
9	221
10	326
11	410
12	513
13	804
14	1184
15	1725
16	2184
17	2668
18	3114
19	3726
20	4273
21	4704
22	5542
23	5935
24	6400
25	6820
26	7082
27	7169
28	7081
29	6708
30	6495
31	5849
32	5541
33	5071
34	4799
35	4272
36	3813
37	3579
38	3072
39	2499
40	1931
41	1688
42	1325
43	1175
44	945
45	835
46	745
47	518
48	454
49	311
50	239
51	305
52	277
53	251
54	250
55	209
56	267
57	276
58	212
59	169
60	148
61	89
62	55
63	43
64	51
65	26
66	28
67	34
68	27
69	22
70	4
71	22
72	18
73	11
74	8
75	16
76	9
77	7
78	4
79	10
80	15
81	20
82	17
83	21
84	14
85	11
86	5
87	9
88	6
89	3
90	2
91	1
92	3
