coverage	n
1	6
2	0
3	2
4	3
5	2
6	13
7	9
8	2
9	3
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	2
29	3
30	4
31	9
32	0
33	0
34	1
35	4
36	0
37	1
38	1
39	6
40	5
41	2
42	2
43	1
44	2
45	2
46	2
47	1
48	1
49	2
50	2
51	4
52	0
53	2
54	5
55	3
56	12
57	1
58	7
59	9
60	0
61	2
62	1
63	0
64	0
65	1
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	3
