coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	1
109	0
110	1
111	0
112	0
113	0
114	0
115	1
116	1
117	0
118	4
119	2
120	2
121	2
122	0
123	0
124	1
125	0
126	2
127	1
128	1
129	2
130	0
131	6
132	4
133	19
134	10
135	5
136	7
137	14
138	7
139	8
140	7
141	12
142	7
143	5
144	3
145	11
146	8
147	3
148	7
149	3
150	3
151	7
152	4
153	7
154	4
155	7
156	17
157	13
158	19
159	14
160	4
161	7
162	6
163	4
164	7
165	9
166	10
167	6
168	7
169	10
170	14
171	18
172	18
173	14
174	10
175	15
176	21
177	19
178	18
179	12
180	13
181	15
182	11
183	25
184	30
185	21
186	26
187	23
188	19
189	17
190	17
191	24
192	22
193	30
194	28
195	32
196	31
197	24
198	21
199	28
200	24
201	30
202	25
203	34
204	24
205	30
206	32
207	18
208	38
209	18
210	15
211	18
212	15
213	18
214	13
215	14
216	6
217	15
218	7
219	16
220	13
221	10
222	9
223	13
224	8
225	12
226	7
227	11
228	11
229	10
230	4
231	6
232	4
233	3
234	8
235	8
236	7
237	10
238	7
239	8
240	7
241	7
242	6
243	4
244	0
245	1
246	3
247	5
248	1
249	4
250	2
251	5
252	5
253	1
254	1
255	4
256	0
257	1
258	2
259	2
260	3
261	3
262	4
263	5
264	1
265	4
266	4
267	2
268	0
269	1
270	1
271	0
272	0
273	2
274	1
