coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	1
32	1
33	1
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	1
129	0
130	2
131	1
132	1
133	0
134	0
135	0
136	3
137	0
138	5
139	0
140	5
141	1
142	0
143	1
144	0
145	4
146	3
147	3
148	4
149	2
150	2
151	6
152	7
153	3
154	21
155	12
156	12
157	17
158	6
159	10
160	5
161	12
162	23
163	20
164	18
165	10
166	13
167	9
168	18
169	21
170	21
171	18
172	18
173	23
174	14
175	17
176	11
177	17
178	18
179	19
180	10
181	19
182	36
183	20
184	14
185	14
186	17
187	6
188	13
189	12
190	20
191	17
192	13
193	13
194	11
195	7
196	10
197	9
198	11
199	1
200	7
201	5
202	3
203	2
204	9
205	8
206	4
207	3
208	3
209	7
210	14
211	6
212	12
213	4
214	6
215	1
216	9
217	12
218	9
219	9
220	6
221	5
222	8
223	3
224	6
225	8
226	0
227	5
228	5
229	5
230	3
231	2
232	6
233	6
234	1
235	4
236	2
237	2
238	1
239	0
240	0
241	1
242	2
243	1
244	3
245	4
246	6
247	3
248	11
249	8
250	3
251	2
252	3
253	0
254	0
255	0
256	2
257	1
258	0
259	0
260	0
261	1
262	0
263	2
264	2
265	2
266	0
267	0
268	1
