coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	2
55	2
56	1
57	5
58	5
59	2
60	1
61	0
62	2
63	1
64	2
65	3
66	0
67	4
68	0
69	2
70	5
71	6
72	7
73	10
74	15
75	25
76	15
77	8
78	20
79	22
80	21
81	24
82	16
83	24
84	33
85	31
86	13
87	30
88	31
89	49
90	53
91	31
92	44
93	50
94	54
95	70
96	97
97	61
98	60
99	85
100	72
101	89
102	96
103	123
104	126
105	123
106	98
107	100
108	119
109	114
110	117
111	105
112	104
113	99
114	126
115	123
116	126
117	125
118	137
119	136
120	139
121	122
122	152
123	133
124	143
125	159
126	175
127	144
128	148
129	151
130	134
131	103
132	121
133	114
134	80
135	90
136	97
137	101
138	108
139	112
140	122
141	129
142	109
143	105
144	119
145	93
146	122
147	110
148	103
149	107
150	83
151	75
152	62
153	91
154	78
155	86
156	80
157	90
158	58
159	56
160	60
161	64
162	66
163	67
164	59
165	59
166	62
167	73
168	66
169	53
170	56
171	64
172	86
173	73
174	65
175	80
176	64
177	64
178	76
179	73
180	49
181	51
182	45
183	41
184	44
185	44
186	23
187	25
188	21
189	16
190	14
191	15
192	13
193	13
194	13
195	26
196	21
197	16
198	18
199	12
200	17
201	18
202	16
203	14
204	17
205	10
206	24
207	11
208	11
209	8
210	7
211	4
212	5
213	10
214	6
215	9
216	7
217	6
218	11
219	11
220	9
221	12
222	3
223	10
224	6
225	8
226	8
227	2
228	10
229	11
230	1
231	6
232	7
233	2
234	4
235	9
236	4
237	9
238	2
239	3
240	2
241	1
242	0
243	0
244	2
245	3
246	1
247	4
248	2
249	11
250	5
251	6
252	4
253	2
254	3
255	0
256	1
257	1
258	1
259	0
260	0
261	2
262	1
263	1
264	5
265	2
266	1
267	1
268	2
269	1
270	2
271	1
272	3
273	0
274	1
275	1
276	1
277	2
278	1
279	3
280	1
281	1
282	1
283	0
284	0
285	0
286	0
287	0
288	0
289	2
290	0
291	0
292	1
293	4
294	2
295	4
296	0
297	0
298	1
299	0
300	1
301	1
302	1
303	0
304	0
305	1
