coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	1
34	1
35	2
36	3
37	6
38	3
39	8
40	11
41	1
42	8
43	3
44	1
45	0
46	1
47	2
48	10
49	3
50	9
51	3
52	11
53	1
54	6
55	7
56	8
57	5
58	10
59	5
60	7
61	5
62	5
63	9
64	10
65	20
66	16
67	29
68	34
69	40
70	34
71	55
72	59
73	62
74	43
75	61
76	60
77	51
78	52
79	60
80	76
81	49
82	66
83	33
84	58
85	61
86	65
87	62
88	58
89	88
90	53
91	77
92	79
93	100
94	88
95	73
96	73
97	84
98	88
99	114
100	129
101	127
102	136
103	134
104	118
105	134
106	132
107	151
108	152
109	174
110	141
111	150
112	150
113	117
114	124
115	130
116	106
117	108
118	116
119	127
120	145
121	131
122	148
123	126
124	121
125	121
126	141
127	100
128	136
129	117
130	107
131	107
132	88
133	103
134	103
135	107
136	96
137	101
138	98
139	112
140	97
141	95
142	121
143	107
144	91
145	74
146	57
147	91
148	83
149	69
150	82
151	78
152	67
153	97
154	104
155	96
156	101
157	115
158	85
159	73
160	67
161	69
162	54
163	55
164	36
165	52
166	39
167	24
168	33
169	33
170	28
171	24
172	20
173	41
174	18
175	23
176	19
177	20
178	18
179	17
180	19
181	16
182	19
183	14
184	20
185	16
186	15
187	12
188	12
189	12
190	10
191	12
192	20
193	21
194	14
195	9
196	13
197	8
198	6
199	6
200	8
201	6
202	8
203	7
204	10
205	8
206	6
207	6
208	8
209	9
210	4
211	6
212	3
213	2
214	5
215	4
216	2
217	5
218	5
219	12
220	7
221	3
222	4
223	4
224	6
225	5
226	0
227	1
228	1
229	2
