coverage	n
1	23
2	0
3	0
4	0
5	0
6	0
7	0
8	12
9	46
10	31
11	87
12	148
13	215
14	239
15	367
16	448
17	586
18	753
19	873
20	946
21	1111
22	1236
23	1407
24	1446
25	1706
26	1900
27	2225
28	2230
29	2364
30	2470
31	2761
32	2521
33	2260
34	2233
35	2279
36	2239
37	2023
38	1900
39	1908
40	1657
41	1434
42	1324
43	1157
44	930
45	866
46	896
47	714
48	504
49	454
50	383
51	295
52	208
53	179
54	147
55	108
56	102
57	53
58	77
59	51
60	54
61	17
62	15
63	7
64	6
65	5
66	7
67	20
68	3
69	1
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	1
82	4
83	1
84	1
85	1
86	2
87	3
88	5
89	2
90	4
91	0
92	0
93	2
