coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	1
84	0
85	4
86	0
87	0
88	1
89	0
90	5
91	15
92	18
93	16
94	14
95	17
96	7
97	10
98	11
99	6
100	13
101	20
102	8
103	26
104	33
105	29
106	29
107	33
108	42
109	25
110	35
111	24
112	34
113	36
114	41
115	38
116	29
117	27
118	30
119	40
120	47
121	36
122	36
123	41
124	47
125	69
126	49
127	44
128	28
129	26
130	34
131	42
132	49
133	37
134	51
135	42
136	46
137	47
138	50
139	59
140	58
141	61
142	56
143	73
144	61
145	68
146	55
147	47
148	34
149	36
150	51
151	51
152	61
153	49
154	47
155	59
156	60
157	76
158	73
159	68
160	51
161	59
162	35
163	24
164	32
165	34
166	34
167	25
168	27
169	28
170	40
171	26
172	17
173	9
174	13
175	13
176	17
177	5
178	16
179	12
180	10
181	9
182	10
183	13
184	8
185	11
186	16
187	16
188	11
189	11
190	13
191	8
192	6
193	7
194	22
195	6
196	11
197	11
198	6
199	22
200	18
201	7
202	16
203	12
204	8
205	18
206	14
207	13
208	8
209	4
210	1
211	0
212	1
