coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	1
50	5
51	6
52	3
53	7
54	11
55	8
56	4
57	4
58	4
59	3
60	1
61	0
62	4
63	5
64	4
65	9
66	14
67	5
68	5
69	9
70	13
71	12
72	11
73	12
74	14
75	25
76	33
77	40
78	54
79	39
80	60
81	44
82	45
83	43
84	46
85	55
86	53
87	41
88	38
89	39
90	51
91	70
92	64
93	61
94	83
95	70
96	70
97	95
98	89
99	106
100	102
101	100
102	129
103	113
104	93
105	127
106	167
107	165
108	135
109	130
110	158
111	116
112	147
113	123
114	110
115	99
116	89
117	103
118	110
119	98
120	98
121	96
122	106
123	91
124	77
125	60
126	68
127	56
128	77
129	85
130	66
131	60
132	74
133	57
134	49
135	48
136	45
137	57
138	53
139	49
140	43
141	53
142	31
143	29
144	39
145	28
146	31
147	23
148	17
149	35
150	29
151	20
152	25
153	29
154	31
155	28
156	17
157	22
158	28
159	26
160	14
161	22
162	22
163	25
164	13
165	3
166	11
167	9
168	12
169	12
170	22
171	9
172	7
173	6
174	12
175	7
176	7
177	2
178	0
179	0
180	1
