coverage	n
1	0
2	0
3	0
4	0
5	3
6	1
7	2
8	0
9	0
10	0
11	1
12	11
13	21
14	36
15	20
16	20
17	14
18	24
19	56
20	51
21	82
22	57
23	52
24	38
25	73
26	60
27	95
28	67
29	90
30	146
31	108
32	66
33	47
34	85
35	80
36	72
37	38
38	42
39	21
40	9
41	11
42	4
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	1
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	1
126	2
127	2
128	3
129	2
130	3
131	5
132	14
133	11
134	18
135	26
136	15
137	5
138	16
139	9
140	15
141	12
142	7
143	7
144	4
145	9
146	8
147	8
148	5
149	9
150	6
151	12
152	16
153	16
154	15
155	30
156	28
157	18
158	19
159	18
160	10
161	9
162	11
163	7
164	5
165	8
166	5
167	7
168	4
169	2
170	5
171	8
172	7
173	4
174	1
175	7
176	1
177	1
178	0
179	0
180	0
181	0
182	0
183	2
184	1
185	0
186	0
187	0
188	2
189	1
190	1
