coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	1
56	1
57	2
58	13
59	4
60	8
61	6
62	4
63	4
64	1
65	4
66	3
67	10
68	8
69	8
70	17
71	22
72	13
73	20
74	26
75	25
76	23
77	27
78	23
79	20
80	18
81	17
82	14
83	20
84	11
85	15
86	13
87	22
88	27
89	25
90	12
91	13
92	10
93	5
94	5
95	0
96	1
97	4
98	5
99	19
100	21
101	21
102	13
103	13
104	23
105	25
106	16
107	27
108	17
109	19
110	27
111	29
112	37
113	26
114	14
115	23
116	22
117	13
118	16
119	24
120	20
121	29
122	32
123	43
124	31
125	15
126	32
127	18
128	16
129	28
130	25
131	29
132	20
133	23
134	24
135	29
136	22
137	20
138	16
139	25
140	15
141	15
142	15
143	19
144	16
145	24
146	32
147	22
148	13
149	17
150	18
151	14
152	20
153	22
154	12
155	21
156	21
157	27
158	22
159	24
160	21
161	15
162	7
163	9
164	7
165	7
166	4
167	6
168	8
169	7
170	9
171	3
172	4
173	4
174	2
175	5
176	2
177	0
178	0
179	1
180	1
181	2
