coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	3
66	1
67	4
68	10
69	5
70	3
71	6
72	2
73	4
74	2
75	8
76	3
77	2
78	10
79	5
80	15
81	17
82	17
83	17
84	10
85	23
86	15
87	15
88	15
89	21
90	25
91	15
92	26
93	28
94	31
95	18
96	24
97	20
98	21
99	19
100	27
101	32
102	33
103	35
104	70
105	57
106	37
107	45
108	59
109	69
110	71
111	57
112	80
113	51
114	79
115	79
116	78
117	73
118	74
119	38
120	41
121	23
122	33
123	21
124	29
125	25
126	9
127	10
128	17
129	12
130	13
131	12
132	9
133	3
134	15
135	17
136	7
137	5
138	0
139	3
140	0
141	0
142	1
143	0
144	0
145	1
146	3
147	1
148	1
149	1
150	0
151	0
152	1
153	0
154	0
155	1
