coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	1
90	0
91	4
92	3
93	1
94	2
95	1
96	1
97	3
98	5
99	0
100	0
101	7
102	9
103	5
104	7
105	7
106	8
107	7
108	6
109	8
110	5
111	4
112	4
113	1
114	2
115	9
116	3
117	2
118	4
119	6
120	5
121	13
122	4
123	4
124	2
125	6
126	3
127	2
128	4
129	7
130	2
131	7
132	4
133	4
134	3
135	5
136	7
137	6
138	6
139	9
140	2
141	3
142	7
143	5
144	1
145	1
146	7
147	9
148	3
149	10
150	9
151	17
152	9
153	14
154	16
155	4
156	15
157	18
158	14
159	16
160	14
161	14
162	6
163	11
164	11
165	24
166	7
167	13
168	26
169	15
170	11
171	19
172	27
173	18
174	12
175	28
176	17
177	31
178	17
179	17
180	17
181	15
182	13
183	11
184	9
185	20
186	32
187	27
188	33
189	25
190	18
191	19
192	17
193	21
194	12
195	24
196	16
197	15
198	22
199	16
200	24
201	18
202	20
203	13
204	11
205	14
206	14
207	17
208	36
209	22
210	23
211	31
212	30
213	23
214	21
215	18
216	26
217	20
218	15
219	19
220	25
221	18
222	14
223	21
224	13
225	7
226	12
227	6
228	9
229	12
230	17
231	14
232	16
233	20
234	12
235	21
236	21
237	17
238	14
239	13
240	7
241	10
242	12
243	17
244	10
245	3
246	6
247	12
248	18
249	13
250	12
251	11
252	13
253	17
254	21
255	22
256	15
257	17
258	18
259	18
260	12
261	21
262	13
263	5
264	13
265	8
266	8
267	10
268	8
269	11
270	12
271	8
272	4
273	9
274	13
275	7
276	7
277	7
278	16
279	10
280	14
281	11
282	12
283	9
284	13
285	14
286	15
287	10
288	11
289	8
290	9
291	11
292	11
293	10
294	7
295	7
296	9
297	9
298	7
299	6
300	7
301	9
302	4
303	5
304	14
305	10
306	12
307	7
308	20
309	12
310	12
311	8
312	9
313	5
314	16
315	7
316	10
317	9
318	10
319	13
320	5
321	10
322	7
323	5
324	14
325	5
326	7
327	6
328	14
329	7
330	10
331	10
332	8
333	6
334	5
335	5
336	7
337	6
338	6
339	6
340	4
341	6
342	12
343	6
344	7
345	3
346	4
347	2
348	2
349	3
350	5
351	4
352	1
353	3
354	6
355	1
356	2
357	3
358	3
359	2
360	2
361	0
362	1
363	0
364	1
365	0
366	1
367	1
368	2
369	1
370	1
371	1
372	1
373	0
374	1
375	0
376	0
377	1
378	0
379	1
380	0
381	0
382	2
383	0
384	0
385	0
386	0
387	1
388	1
389	2
390	5
391	5
392	6
393	6
394	2
395	2
396	2
397	0
398	2
399	2
400	1
401	1
402	3
403	1
404	0
405	1
