coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	1
95	1
96	0
97	0
98	1
99	2
100	1
101	3
102	3
103	11
104	7
105	10
106	7
107	14
108	13
109	9
110	9
111	8
112	10
113	20
114	13
115	20
116	24
117	13
118	21
119	23
120	14
121	18
122	38
123	39
124	31
125	36
126	29
127	43
128	44
129	40
130	35
131	26
132	20
133	33
134	24
135	17
136	27
137	23
138	26
139	26
140	16
141	9
142	14
143	16
144	18
145	26
146	29
147	28
148	28
149	36
150	37
151	44
152	36
153	33
154	25
155	25
156	44
157	38
158	34
159	26
160	32
161	28
162	27
163	31
164	21
165	30
166	21
167	32
168	41
169	28
170	28
171	25
172	23
173	27
174	21
175	19
176	24
177	29
178	23
179	23
180	35
181	31
182	23
183	26
184	26
185	17
186	35
187	35
188	29
189	36
190	26
191	36
192	30
193	40
194	39
195	30
196	51
197	42
198	43
199	44
200	41
201	47
202	25
203	32
204	18
205	25
206	15
207	21
208	14
209	13
210	13
211	25
212	14
213	25
214	24
215	7
216	19
217	10
218	18
219	9
220	17
221	10
222	11
223	10
224	8
225	4
226	6
227	3
228	5
229	5
230	7
231	1
232	2
233	4
