coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	2
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	5
27	8
28	21
29	32
30	16
31	13
32	7
33	3
34	3
35	6
36	6
37	11
38	11
39	8
40	12
41	5
42	8
43	8
44	18
45	2
46	14
47	13
48	45
49	17
50	37
51	45
52	61
53	67
54	61
55	69
56	86
57	86
58	83
59	52
60	41
61	69
62	59
63	80
64	86
65	72
66	76
67	57
68	78
69	74
70	71
71	82
72	84
73	84
74	83
75	74
76	35
77	44
78	39
79	57
80	45
81	31
82	48
83	43
84	53
85	42
86	34
87	42
88	51
89	35
90	41
91	54
92	39
93	52
94	37
95	41
96	28
97	27
98	39
99	35
100	30
101	44
102	36
103	31
104	10
105	14
106	11
107	3
108	2
109	4
110	0
111	4
112	0
113	2
114	5
115	14
116	11
117	15
118	22
119	18
120	13
121	14
122	15
123	14
124	14
125	14
126	13
127	12
128	14
129	7
130	5
131	6
132	4
133	3
134	2
135	0
136	0
137	2
138	2
139	1
