coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	1
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	5
73	6
74	4
75	12
76	9
77	6
78	6
79	4
80	7
81	4
82	8
83	6
84	5
85	14
86	15
87	21
88	13
89	11
90	12
91	13
92	13
93	20
94	32
95	27
96	46
97	33
98	51
99	50
100	58
101	45
102	63
103	67
104	49
105	80
106	86
107	62
108	64
109	48
110	54
111	70
112	67
113	74
114	73
115	69
116	85
117	80
118	99
119	108
120	80
121	92
122	100
123	97
124	90
125	86
126	103
127	109
128	115
129	126
130	126
131	95
132	88
133	78
134	90
135	106
136	81
137	57
138	62
139	74
140	65
141	63
142	72
143	42
144	49
145	43
146	40
147	36
148	41
149	41
150	53
151	44
152	36
153	32
154	39
155	35
156	34
157	12
158	10
159	11
160	6
161	7
162	5
163	6
164	8
165	0
166	0
167	2
168	0
169	2
170	1
171	0
172	0
173	2
174	1
175	1
