coverage	n
1	0
2	0
3	0
4	2
5	53
6	89
7	153
8	173
9	189
10	384
11	304
12	331
13	504
14	769
15	963
16	1252
17	1324
18	1424
19	1584
20	1984
21	2327
22	2376
23	2577
24	2754
25	2980
26	3154
27	3233
28	3498
29	3835
30	3940
31	4031
32	3998
33	4405
34	4533
35	4702
36	4807
37	5069
38	5001
39	4913
40	4912
41	4762
42	4386
43	3885
44	3747
45	3208
46	3070
47	2742
48	2397
49	2301
50	2241
51	2022
52	1816
53	1734
54	1699
55	1626
56	1350
57	1198
58	1047
59	1012
60	886
61	794
62	792
63	842
64	685
65	736
66	673
67	535
68	508
69	497
70	499
71	461
72	387
73	419
74	373
75	334
76	330
77	323
78	351
79	262
80	267
81	252
82	192
83	173
84	134
85	153
86	135
87	132
88	103
89	107
90	76
91	93
92	77
93	60
94	41
95	42
96	39
97	43
98	36
99	25
100	27
101	28
102	26
103	44
104	32
105	19
106	22
107	12
108	2
109	6
110	4
111	5
112	6
113	8
114	1
115	2
116	0
117	0
118	2
119	1
120	1
121	2
122	1
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	2
139	2
140	2
141	2
142	0
143	0
144	2
145	2
146	2
147	0
148	0
149	0
150	0
151	1
152	1
153	1
154	2
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	1
172	2
173	1
174	0
175	0
176	0
177	1
178	1
179	1
180	0
181	0
182	0
183	2
