coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	1
12	2
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	5
50	6
51	9
52	7
53	10
54	10
55	16
56	12
57	21
58	24
59	13
60	35
61	17
62	16
63	22
64	33
65	17
66	29
67	24
68	46
69	38
70	39
71	34
72	35
73	32
74	27
75	49
76	45
77	45
78	39
79	35
80	28
81	24
82	35
83	59
84	41
85	32
86	47
87	28
88	43
89	37
90	44
91	28
92	39
93	59
94	50
95	46
96	33
97	54
98	66
99	56
100	49
101	83
102	80
103	73
104	60
105	52
106	41
107	54
108	25
109	29
110	14
111	28
112	26
113	20
114	35
115	25
116	20
117	22
118	10
119	14
120	11
121	13
122	8
123	8
124	5
125	9
126	4
127	13
128	11
129	15
130	13
131	11
132	15
133	27
134	11
135	12
136	11
137	7
138	11
139	10
140	20
141	13
142	12
143	9
144	7
145	24
146	18
147	13
148	12
149	11
150	13
151	20
152	14
153	13
154	11
155	16
156	5
157	5
158	5
159	4
160	5
161	5
162	6
163	6
164	4
165	2
166	2
167	5
168	0
169	4
170	8
171	4
172	5
173	6
174	3
175	7
176	3
177	4
178	1
179	1
180	1
181	1
182	0
183	3
184	1
185	1
186	1
