coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	1
16	0
17	0
18	1
19	0
20	0
21	0
22	0
23	0
24	0
25	1
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	1
139	0
140	2
141	5
142	1
143	0
144	0
145	0
146	1
147	1
148	0
149	0
150	1
151	1
152	3
153	3
154	0
155	2
156	6
157	2
158	1
159	3
160	1
161	4
162	0
163	3
164	2
165	1
166	3
167	2
168	4
169	7
170	7
171	6
172	8
173	7
174	8
175	4
176	5
177	12
178	6
179	8
180	3
181	6
182	7
183	8
184	5
185	7
186	3
187	4
188	3
189	7
190	3
191	6
192	4
193	7
194	6
195	10
196	10
197	8
198	4
199	6
200	8
201	4
202	7
203	8
204	1
205	3
206	9
207	2
208	3
209	0
210	1
211	1
212	1
213	2
214	5
215	0
216	3
217	3
218	4
219	2
220	3
221	4
222	1
223	4
224	2
225	2
226	4
227	1
228	0
229	1
230	0
231	0
232	0
233	1
234	0
235	1
236	2
237	0
238	1
239	1
240	1
241	5
242	3
243	1
244	4
245	7
246	3
247	6
248	6
249	6
250	3
251	8
252	3
253	3
254	3
255	5
256	2
257	8
258	2
259	5
260	8
261	6
262	3
263	3
264	8
265	5
266	10
267	6
268	7
269	4
270	4
271	1
272	2
273	2
274	5
275	6
276	3
277	2
278	4
279	11
280	13
281	13
282	12
283	10
284	12
285	12
286	9
287	17
288	12
289	14
290	10
291	7
292	6
293	5
294	10
295	8
296	15
297	18
298	20
299	8
300	12
301	12
302	13
303	5
304	11
305	13
306	16
307	6
308	14
309	16
310	14
311	10
312	7
313	8
314	14
315	4
316	8
317	7
318	10
319	13
320	4
321	4
322	5
323	11
324	12
325	5
326	8
327	6
328	2
329	5
330	2
331	2
332	6
333	10
334	15
335	6
336	5
337	4
338	11
339	8
340	7
341	11
342	17
343	13
344	11
345	12
346	16
347	12
348	10
349	12
350	9
351	6
352	12
353	7
354	9
355	9
356	11
357	7
358	5
359	6
360	8
361	4
362	3
363	3
364	1
365	2
366	2
367	1
368	3
369	0
370	4
371	4
372	2
373	1
374	1
375	1
376	1
377	2
378	2
379	2
380	1
381	0
382	3
383	1
384	1
385	1
386	0
387	0
388	1
389	0
390	0
391	0
392	0
393	0
394	0
395	1
