coverage	n
1	0
2	2
3	19
4	11
5	22
6	62
7	106
8	176
9	163
10	263
11	255
12	416
13	481
14	710
15	1001
16	1343
17	1696
18	1997
19	2506
20	3184
21	3756
22	4137
23	5137
24	5636
25	6151
26	6222
27	6814
28	7073
29	7465
30	7140
31	7208
32	7323
33	7065
34	6394
35	6031
36	5387
37	5231
38	4391
39	3755
40	3512
41	3145
42	2690
43	2343
44	1993
45	1599
46	1339
47	960
48	766
49	634
50	444
51	384
52	295
53	241
54	201
55	131
56	92
57	44
58	60
59	34
60	17
61	29
62	20
63	13
64	5
65	4
66	4
67	0
68	1
69	1
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	1
145	0
146	1
147	2
148	1
149	0
150	1
151	0
152	1
153	1
154	0
155	0
156	0
157	1
158	0
159	0
160	0
161	0
162	2
163	1
164	0
165	0
166	0
167	0
168	2
169	2
170	1
171	0
172	0
173	2
