coverage	n
1	3
2	1
3	4
4	2
5	0
6	5
7	5
8	23
9	0
10	9
11	1
12	3
13	1
14	3
15	7
16	3
17	1
18	12
19	6
20	7
21	0
22	3
23	0
24	3
25	5
26	2
27	0
28	2
29	0
30	0
31	0
32	3
33	2
34	1
35	0
36	0
37	3
38	0
39	2
40	0
41	8
42	0
43	2
44	2
45	5
46	8
47	11
48	9
49	9
50	12
51	15
52	11
53	12
54	3
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	1
85	1
86	3
87	0
88	1
89	3
90	1
91	0
92	0
93	3
94	9
95	2
96	0
97	0
98	0
99	1
100	0
101	0
102	0
103	0
104	0
105	1
106	0
107	0
108	0
109	0
110	3
111	3
