coverage	n
1	0
2	5
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	12
11	26
12	34
13	55
14	74
15	83
16	84
17	161
18	203
19	313
20	332
21	279
22	317
23	323
24	439
25	461
26	360
27	352
28	407
29	423
30	379
31	301
32	322
33	255
34	172
35	175
36	99
37	104
38	79
39	56
40	40
41	38
42	34
43	35
44	35
45	10
46	7
47	2
48	1
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	1
87	1
88	2
89	0
90	0
91	2
92	3
93	3
94	1
95	0
96	1
97	1
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	2
106	2
107	1
108	0
109	4
110	2
111	2
112	1
113	1
114	0
115	0
116	0
117	0
118	0
119	1
120	0
121	4
122	3
123	2
124	0
125	1
126	1
127	0
128	3
129	3
130	0
131	0
132	0
133	0
134	1
135	3
136	1
137	3
138	5
139	1
140	3
141	0
142	3
143	1
