coverage	n
1	0
2	0
3	3
4	0
5	0
6	0
7	1
8	2
9	0
10	4
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	1
30	0
31	3
32	3
33	11
34	15
35	22
36	47
37	76
38	60
39	61
40	81
41	90
42	105
43	103
44	161
45	145
46	170
47	170
48	182
49	168
50	195
51	199
52	179
53	160
54	190
55	183
56	202
57	204
58	164
59	185
60	178
61	216
62	238
63	188
64	166
65	177
66	174
67	158
68	174
69	122
70	77
71	75
72	77
73	62
74	66
75	58
76	67
77	53
78	43
79	69
80	58
81	73
82	39
83	59
84	56
85	35
86	37
87	24
88	35
89	44
90	29
91	12
92	10
93	3
94	5
95	5
96	3
97	2
98	3
