coverage	n
1	0
2	0
3	0
4	2
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	2
44	3
45	16
46	13
47	15
48	20
49	18
50	23
51	23
52	26
53	28
54	20
55	21
56	22
57	4
58	1
59	4
60	7
61	4
62	9
63	9
64	6
65	21
66	22
67	38
68	33
69	26
70	32
71	27
72	34
73	42
74	59
75	57
76	54
77	42
78	28
79	27
80	33
81	36
82	55
83	47
84	62
85	38
86	42
87	44
88	40
89	48
90	32
91	37
92	57
93	50
94	60
95	47
96	39
97	45
98	48
99	48
100	52
101	60
102	60
103	55
104	40
105	31
106	29
107	30
108	17
109	16
110	27
111	19
112	21
113	15
114	14
115	21
116	20
117	25
118	23
119	18
120	20
121	17
122	20
123	22
124	16
125	23
126	29
127	26
128	21
129	20
130	22
131	35
132	35
133	29
134	17
135	12
136	11
137	16
138	10
139	22
140	15
141	12
142	13
143	14
144	13
145	4
146	11
147	3
148	3
149	1
150	5
151	5
152	8
153	9
154	7
155	7
156	0
157	2
158	2
159	2
160	2
161	0
162	0
163	1
164	3
165	0
166	5
167	0
168	6
169	4
170	2
171	4
172	2
173	2
174	5
175	6
176	2
177	3
178	2
179	3
180	5
181	4
182	4
183	3
184	0
185	0
186	1
187	2
188	1
189	0
190	1
191	2
192	3
193	0
194	2
