coverage	n
1	0
2	5
3	8
4	2
5	9
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	6
18	0
19	16
20	7
21	21
22	37
23	49
24	52
25	66
26	41
27	62
28	72
29	77
30	106
31	93
32	108
33	135
34	171
35	170
36	205
37	201
38	248
39	291
40	400
41	332
42	443
43	499
44	516
45	481
46	503
47	543
48	558
49	625
50	654
51	565
52	622
53	617
54	625
55	570
56	605
57	597
58	578
59	583
60	561
61	569
62	618
63	552
64	571
65	492
66	490
67	417
68	394
69	391
70	367
71	264
72	225
73	186
74	197
75	187
76	139
77	163
78	109
79	109
80	86
81	98
82	96
83	80
84	64
85	76
86	57
87	63
88	23
89	18
90	31
91	28
92	15
93	11
94	18
95	2
96	14
97	12
98	12
99	10
100	13
101	3
102	13
103	11
104	8
105	1
106	1
