coverage	n
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	2
57	4
58	6
59	5
60	7
61	6
62	3
63	4
64	5
65	8
66	15
67	9
68	7
69	4
70	9
71	12
72	11
73	29
74	23
75	37
76	36
77	36
78	43
79	27
80	43
81	31
82	22
83	19
84	26
85	17
86	23
87	14
88	11
89	22
90	15
91	24
92	23
93	16
94	30
95	21
96	22
97	24
98	26
99	24
100	33
101	39
102	37
103	42
104	42
105	39
106	67
107	43
108	50
109	30
110	35
111	29
112	20
113	28
114	28
115	14
116	14
117	12
118	15
119	20
120	13
121	14
122	13
123	11
124	12
125	14
126	9
127	6
128	6
129	3
130	3
131	1
132	4
133	9
134	8
135	12
136	6
137	8
138	6
139	1
140	1
141	0
142	2
143	1
144	1
145	2
